"","gender","race","education","state","age","employment","people_in_each_state","number_in_cell","cell_prop_of_division_total"
"300","Female","Asian","Undergraduates or similar degree","AR","Age_18-29","unemployed",4550,5,0.0010989010989011
"301","Female","Asian","Undergraduates or similar degree","AR","Age_30-44","employed",4550,2,0.00043956043956044
"302","Female","Asian","Undergraduates or similar degree","AR","Age_30-44","unemployed",4550,3,0.000659340659340659
"303","Female","Asian","Undergraduates or similar degree","AR","Age_45-59","employed",4550,3,0.000659340659340659
"304","Female","Asian","Undergraduates or similar degree","AR","Age_45-59","unemployed",4550,2,0.00043956043956044
"305","Female","Asian","Undergraduates or similar degree","AR","Age_60-74","unemployed",4550,1,0.00021978021978022
"306","Female","Black","Graduates or higher degree","AR","Age_18-29","employed",4550,2,0.00043956043956044
"307","Female","Black","Graduates or higher degree","AR","Age_30-44","employed",4550,5,0.0010989010989011
"308","Female","Black","Graduates or higher degree","AR","Age_45-59","employed",4550,2,0.00043956043956044
"309","Female","Black","Graduates or higher degree","AR","Age_60-74","employed",4550,3,0.000659340659340659
"310","Female","Black","Graduates or higher degree","AR","Age_60-74","unemployed",4550,3,0.000659340659340659
"311","Female","Black","Graduates or higher degree","AR","Age_75+","unemployed",4550,3,0.000659340659340659
"312","Female","Black","Highschool","AR","Age_18-29","employed",4550,19,0.00417582417582418
"313","Female","Black","Highschool","AR","Age_18-29","unemployed",4550,8,0.00175824175824176
"314","Female","Black","Highschool","AR","Age_30-44","employed",4550,7,0.00153846153846154
"315","Female","Black","Highschool","AR","Age_30-44","unemployed",4550,7,0.00153846153846154
"316","Female","Black","Highschool","AR","Age_45-59","employed",4550,8,0.00175824175824176
"317","Female","Black","Highschool","AR","Age_45-59","unemployed",4550,25,0.00549450549450549
"318","Female","Black","Highschool","AR","Age_60-74","employed",4550,6,0.00131868131868132
"319","Female","Black","Highschool","AR","Age_60-74","unemployed",4550,31,0.00681318681318681
"320","Female","Black","Highschool","AR","Age_75+","employed",4550,1,0.00021978021978022
"321","Female","Black","Highschool","AR","Age_75+","unemployed",4550,11,0.00241758241758242
"322","Female","Black","Less than highschool","AR","Age_30-44","unemployed",4550,1,0.00021978021978022
"323","Female","Black","Less than highschool","AR","Age_45-59","unemployed",4550,1,0.00021978021978022
"324","Female","Black","Less than highschool","AR","Age_60-74","employed",4550,1,0.00021978021978022
"325","Female","Black","Less than highschool","AR","Age_60-74","unemployed",4550,1,0.00021978021978022
"326","Female","Black","Less than highschool","AR","Age_75+","unemployed",4550,6,0.00131868131868132
"327","Female","Black","Undergraduates or similar degree","AR","Age_18-29","employed",4550,13,0.00285714285714286
"328","Female","Black","Undergraduates or similar degree","AR","Age_18-29","unemployed",4550,10,0.0021978021978022
"329","Female","Black","Undergraduates or similar degree","AR","Age_30-44","employed",4550,22,0.00483516483516484
"330","Female","Black","Undergraduates or similar degree","AR","Age_30-44","unemployed",4550,8,0.00175824175824176
"331","Female","Black","Undergraduates or similar degree","AR","Age_45-59","employed",4550,23,0.00505494505494506
"332","Female","Black","Undergraduates or similar degree","AR","Age_45-59","unemployed",4550,12,0.00263736263736264
"333","Female","Black","Undergraduates or similar degree","AR","Age_60-74","employed",4550,11,0.00241758241758242
"334","Female","Black","Undergraduates or similar degree","AR","Age_60-74","unemployed",4550,22,0.00483516483516484
"335","Female","Black","Undergraduates or similar degree","AR","Age_75+","unemployed",4550,4,0.000879120879120879
"336","Female","Others","Graduates or higher degree","AR","Age_18-29","employed",4550,15,0.0032967032967033
"337","Female","Others","Graduates or higher degree","AR","Age_18-29","unemployed",4550,3,0.000659340659340659
"338","Female","Others","Graduates or higher degree","AR","Age_30-44","employed",4550,43,0.00945054945054945
"339","Female","Others","Graduates or higher degree","AR","Age_30-44","unemployed",4550,7,0.00153846153846154
"340","Female","Others","Graduates or higher degree","AR","Age_45-59","employed",4550,28,0.00615384615384615
"341","Female","Others","Graduates or higher degree","AR","Age_45-59","unemployed",4550,4,0.000879120879120879
"342","Female","Others","Graduates or higher degree","AR","Age_60-74","employed",4550,13,0.00285714285714286
"343","Female","Others","Graduates or higher degree","AR","Age_60-74","unemployed",4550,22,0.00483516483516484
"344","Female","Others","Graduates or higher degree","AR","Age_75+","unemployed",4550,18,0.00395604395604396
"345","Female","Others","Highschool","AR","Age_18-29","employed",4550,73,0.016043956043956
"346","Female","Others","Highschool","AR","Age_18-29","unemployed",4550,34,0.00747252747252747
"347","Female","Others","Highschool","AR","Age_30-44","employed",4550,69,0.0151648351648352
"348","Female","Others","Highschool","AR","Age_30-44","unemployed",4550,35,0.00769230769230769
"349","Female","Others","Highschool","AR","Age_45-59","employed",4550,109,0.023956043956044
"350","Female","Others","Highschool","AR","Age_45-59","unemployed",4550,86,0.0189010989010989
"351","Female","Others","Highschool","AR","Age_60-74","employed",4550,74,0.0162637362637363
"352","Female","Others","Highschool","AR","Age_60-74","unemployed",4550,181,0.0397802197802198
"353","Female","Others","Highschool","AR","Age_75+","employed",4550,4,0.000879120879120879
"354","Female","Others","Highschool","AR","Age_75+","unemployed",4550,167,0.0367032967032967
"355","Female","Others","Less than highschool","AR","Age_18-29","employed",4550,2,0.00043956043956044
"356","Female","Others","Less than highschool","AR","Age_18-29","unemployed",4550,7,0.00153846153846154
"357","Female","Others","Less than highschool","AR","Age_30-44","employed",4550,7,0.00153846153846154
"358","Female","Others","Less than highschool","AR","Age_30-44","unemployed",4550,5,0.0010989010989011
"359","Female","Others","Less than highschool","AR","Age_45-59","employed",4550,9,0.00197802197802198
"360","Female","Others","Less than highschool","AR","Age_45-59","unemployed",4550,12,0.00263736263736264
"361","Female","Others","Less than highschool","AR","Age_60-74","employed",4550,3,0.000659340659340659
"362","Female","Others","Less than highschool","AR","Age_60-74","unemployed",4550,21,0.00461538461538462
"363","Female","Others","Less than highschool","AR","Age_75+","employed",4550,1,0.00021978021978022
"364","Female","Others","Less than highschool","AR","Age_75+","unemployed",4550,24,0.00527472527472527
"365","Female","Others","Undergraduates or similar degree","AR","Age_18-29","employed",4550,148,0.0325274725274725
"366","Female","Others","Undergraduates or similar degree","AR","Age_18-29","unemployed",4550,61,0.0134065934065934
"367","Female","Others","Undergraduates or similar degree","AR","Age_30-44","employed",4550,174,0.0382417582417582
"368","Female","Others","Undergraduates or similar degree","AR","Age_30-44","unemployed",4550,55,0.0120879120879121
"369","Female","Others","Undergraduates or similar degree","AR","Age_45-59","employed",4550,175,0.0384615384615385
"370","Female","Others","Undergraduates or similar degree","AR","Age_45-59","unemployed",4550,70,0.0153846153846154
"371","Female","Others","Undergraduates or similar degree","AR","Age_60-74","employed",4550,78,0.0171428571428571
"372","Female","Others","Undergraduates or similar degree","AR","Age_60-74","unemployed",4550,141,0.030989010989011
"373","Female","Others","Undergraduates or similar degree","AR","Age_75+","employed",4550,3,0.000659340659340659
"374","Female","Others","Undergraduates or similar degree","AR","Age_75+","unemployed",4550,76,0.0167032967032967
"375","Male","Asian","Graduates or higher degree","AR","Age_18-29","employed",4550,2,0.00043956043956044
"376","Male","Asian","Graduates or higher degree","AR","Age_30-44","employed",4550,5,0.0010989010989011
"377","Male","Asian","Graduates or higher degree","AR","Age_45-59","employed",4550,4,0.000879120879120879
"378","Male","Asian","Highschool","AR","Age_18-29","unemployed",4550,1,0.00021978021978022
"379","Male","Asian","Highschool","AR","Age_30-44","employed",4550,1,0.00021978021978022
"380","Male","Asian","Highschool","AR","Age_30-44","unemployed",4550,1,0.00021978021978022
"381","Male","Asian","Highschool","AR","Age_45-59","employed",4550,1,0.00021978021978022
"382","Male","Asian","Highschool","AR","Age_60-74","unemployed",4550,2,0.00043956043956044
"383","Male","Asian","Undergraduates or similar degree","AR","Age_18-29","employed",4550,3,0.000659340659340659
"384","Male","Asian","Undergraduates or similar degree","AR","Age_30-44","employed",4550,5,0.0010989010989011
"385","Male","Asian","Undergraduates or similar degree","AR","Age_45-59","employed",4550,5,0.0010989010989011
"386","Male","Asian","Undergraduates or similar degree","AR","Age_60-74","unemployed",4550,1,0.00021978021978022
"387","Male","Black","Graduates or higher degree","AR","Age_30-44","employed",4550,3,0.000659340659340659
"388","Male","Black","Graduates or higher degree","AR","Age_45-59","employed",4550,1,0.00021978021978022
"389","Male","Black","Graduates or higher degree","AR","Age_60-74","employed",4550,2,0.00043956043956044
"390","Male","Black","Highschool","AR","Age_18-29","employed",4550,13,0.00285714285714286
"391","Male","Black","Highschool","AR","Age_18-29","unemployed",4550,14,0.00307692307692308
"392","Male","Black","Highschool","AR","Age_30-44","employed",4550,12,0.00263736263736264
"393","Male","Black","Highschool","AR","Age_30-44","unemployed",4550,20,0.0043956043956044
"394","Male","Black","Highschool","AR","Age_45-59","employed",4550,21,0.00461538461538462
"395","Male","Black","Highschool","AR","Age_45-59","unemployed",4550,18,0.00395604395604396
"396","Male","Black","Highschool","AR","Age_60-74","employed",4550,7,0.00153846153846154
"397","Male","Black","Highschool","AR","Age_60-74","unemployed",4550,25,0.00549450549450549
"398","Male","Black","Highschool","AR","Age_75+","unemployed",4550,4,0.000879120879120879
"399","Male","Black","Less than highschool","AR","Age_18-29","employed",4550,2,0.00043956043956044
"400","Male","Black","Less than highschool","AR","Age_18-29","unemployed",4550,2,0.00043956043956044
"401","Male","Black","Less than highschool","AR","Age_45-59","unemployed",4550,3,0.000659340659340659
"402","Male","Black","Less than highschool","AR","Age_60-74","unemployed",4550,5,0.0010989010989011
"403","Male","Black","Less than highschool","AR","Age_75+","employed",4550,1,0.00021978021978022
"404","Male","Black","Less than highschool","AR","Age_75+","unemployed",4550,3,0.000659340659340659
"405","Male","Black","Undergraduates or similar degree","AR","Age_18-29","employed",4550,19,0.00417582417582418
"406","Male","Black","Undergraduates or similar degree","AR","Age_18-29","unemployed",4550,9,0.00197802197802198
"407","Male","Black","Undergraduates or similar degree","AR","Age_30-44","employed",4550,12,0.00263736263736264
"408","Male","Black","Undergraduates or similar degree","AR","Age_30-44","unemployed",4550,5,0.0010989010989011
"409","Male","Black","Undergraduates or similar degree","AR","Age_45-59","employed",4550,9,0.00197802197802198
"410","Male","Black","Undergraduates or similar degree","AR","Age_45-59","unemployed",4550,7,0.00153846153846154
"411","Male","Black","Undergraduates or similar degree","AR","Age_60-74","employed",4550,5,0.0010989010989011
"412","Male","Black","Undergraduates or similar degree","AR","Age_60-74","unemployed",4550,12,0.00263736263736264
"413","Male","Black","Undergraduates or similar degree","AR","Age_75+","unemployed",4550,6,0.00131868131868132
"414","Male","Others","Graduates or higher degree","AR","Age_18-29","employed",4550,8,0.00175824175824176
"415","Male","Others","Graduates or higher degree","AR","Age_30-44","employed",4550,35,0.00769230769230769
"416","Male","Others","Graduates or higher degree","AR","Age_30-44","unemployed",4550,1,0.00021978021978022
"417","Male","Others","Graduates or higher degree","AR","Age_45-59","employed",4550,25,0.00549450549450549
"418","Male","Others","Graduates or higher degree","AR","Age_45-59","unemployed",4550,1,0.00021978021978022
"419","Male","Others","Graduates or higher degree","AR","Age_60-74","employed",4550,23,0.00505494505494506
"420","Male","Others","Graduates or higher degree","AR","Age_60-74","unemployed",4550,17,0.00373626373626374
"421","Male","Others","Graduates or higher degree","AR","Age_75+","employed",4550,1,0.00021978021978022
"422","Male","Others","Graduates or higher degree","AR","Age_75+","unemployed",4550,12,0.00263736263736264
"423","Male","Others","Highschool","AR","Age_18-29","employed",4550,126,0.0276923076923077
"424","Male","Others","Highschool","AR","Age_18-29","unemployed",4550,55,0.0120879120879121
"425","Male","Others","Highschool","AR","Age_30-44","employed",4550,131,0.0287912087912088
"426","Male","Others","Highschool","AR","Age_30-44","unemployed",4550,55,0.0120879120879121
"427","Male","Others","Highschool","AR","Age_45-59","employed",4550,149,0.0327472527472528
"428","Male","Others","Highschool","AR","Age_45-59","unemployed",4550,60,0.0131868131868132
"429","Male","Others","Highschool","AR","Age_60-74","employed",4550,79,0.0173626373626374
"430","Male","Others","Highschool","AR","Age_60-74","unemployed",4550,143,0.0314285714285714
"431","Male","Others","Highschool","AR","Age_75+","employed",4550,14,0.00307692307692308
"432","Male","Others","Highschool","AR","Age_75+","unemployed",4550,86,0.0189010989010989
"433","Male","Others","Less than highschool","AR","Age_18-29","employed",4550,4,0.000879120879120879
